证券代码,证券简称,机构名称,证券类别,上市日期,上市地点,正常上市,摘牌日期,ISIN代码,英文名称,英文简称,成立日期,注册资本,法定代表人,主营业务,经营范围,公司简介,省份,城市,注册地址,办公地址,邮编,公司电话,公司传真,公司电子邮件地址,公司网站,证监会一级行业名称,证监会二级行业名称,申万行业一级名称,申万行业二级名称,申万行业三级名称,董事长,独立董事,总经理,董事会秘书,董秘电话,董秘传真,董秘邮箱,证券事务代表,会计师事务所,律师事务所
000012,南  玻Ａ,中国南玻集团股份有限公司,A股,1992-02-28,深交所主板,正常上市,,CNE0000002R2,"CSG Holding Co., Ltd.",CSG,1992-01-28,307069.2107,陈琳,浮法玻璃产品的加工制造,进行平板玻璃、工程玻璃等节能建筑材料，硅材料、光伏组件等可再生能源产品及精细玻璃、结构陶瓷等新型材料和高科技产品的生产、制造和销售（涉及生产许可证、环保批文的项目由各子公司另行申报），为各子公司提供经营决策、管理咨询、市场信息、技术支持与岗位培训等方面的相关协调和服务。,公司前身系中国南方玻璃股份有限公司，1991年7月始进行股份化改组，将原公司净资产折为发起法人股7123.255万股，经同年年底首次公开发行公众股1700万股，境内上市外资股1600万股，定向募集职工股330万股，上市时总股份10753.255万股；职工股245.57万股于1994年7月25日上市交易。,广东,深圳市,广东省深圳市蛇口工业六路一号南玻大厦,广东省深圳市蛇口工业六路一号南玻大厦,518067,0755-26860666,0755-26692755,csg@csgholding.com,www.csgholding.com,制造业,非金属矿物制品业,建筑材料,玻璃制造,玻璃制造,陈琳,"朱桂龙,许年行,朱乾宇",,杨昕宇,0755-26860666,0755-26692755,securities@csgholding.com,陈春燕,亚太(集团)会计师事务所(特殊普通合伙),北京国枫凯文(深圳)律师事务所
000014,沙河股份,沙河实业股份有限公司,A股,1992-06-02,深交所主板,正常上市,,CNE0000003G3,"Shahe Industrial Co., Ltd.",Shahe,1992-04-21,20170.5187,陈勇,房地产开发与销售。,在合法取得土地使用权范围内从事房地产开发经营业务；物业租赁业；国内商业，物资供销业（不含专营、专控、专卖商品）；兴办实业（具体项目另报）。,公司前身系深圳华源磁电有限公司，1991年7月始进行股份制改组，将原公司净资产折为1556.2万股发起人法人股，经同年12月至次年4月首次公开发行，上市时总股份2656.2万股；职工股50.23万股于1994年7月11日上市交易。,广东,深圳市,广东省深圳市南山区白石路2222号沙河世纪楼,广东省深圳市南山区白石路2222号沙河世纪楼,518053,0755-86091298,0755-86090688,wf000014@163.com,www.shahe.cn,房地产业,房地产业,房地产,房地产开发,房地产开发,陈勇,"王苏生,陈治民,熊楚熊",胡月明,王凡,0755-86091298,0755-86090688,wf000014@163.com,,安永华明会计师事务所(特殊普通合伙),广东海埠律师事务所
000016,深康佳Ａ,康佳集团股份有限公司,A股,1992-03-27,深交所主板,正常上市,,CNE0000002T8,"Konka Group Co., Ltd.",Konka Group,1980-10-01,240794.5408,刘凤喜,消费类电子业务、供应链管理业务和环保业务。,研究开发、生产经营电视机、冰箱、洗衣机、日用小家电、厨卫电器及其他智能生活电器产品，家庭视听设备，IPTV机顶盒，OTT终端产品，数字电视接收器（含卫星电视广播地面接收设备），数码产品，智能穿戴产品，智能健康产品，智能电子产品，智能开关插座，移动电源，移动通信设备及终端产品，日用电子产品，汽车电子产品，卫星导航系统，智能交通系统，防火防盗报警系统，办公设备，电子计算机，显示器；大屏幕显示设备的制造和应用服务；LED（OLED）背光源、照明、发光器件制造及封装；触摸电视一体机；无线广播电视发射设备；应急广播系统设备；生产经营电子元件、器件，模具，塑胶制品，各类包装材料；设计、上门安装安防产品、监控产品，无线、有线数字电视系统及系统集成，并从事相关产品的技术咨询和服务（上述经营范围中的生产项目，除移动电话外，其余均在异地生产）。从事以上所述产品（含零配件）的批发、零售、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请）。销售自行开发的技术成果；提供电子产品的维修服务、技术咨询服务;普通货物运输，国内货运代理、国际货运代理，仓储服务；供应链管理；企业管理咨询服务；自有物业租赁和物业管理业务。从事废旧电器电子产品的回收（不含拆解）（由分支机构经营）；以承接服务外包方式从事系统应用管理和维护、信息技术支持管理、银行后台服务、财务结算、人力资源服务、软件开发、呼叫中心、数据处理等信息技术和业务流程外包服务。经营进出口业务；国内贸易；国际贸易（不含专营、专控、专卖商品）；销售安防产品、智能家居产品、门锁、五金制品；代办（移动、联通、电信、广电）委托的各项业务；水污染治理、固废物污染处理、危险废物污染治理、大气污染治理、土壤污染治理与修复服务；新能源、可再生资源项目及环保设施的投资开发；固体废弃物及城市垃圾的综合利用；非金属矿物制品材料生产（开采除外）、销售；半导体集成电路、元器件专用材料开发、生产及销售，组装生产和销售集成电路设备，半导体集成电路及相关产品的设计、研发、制造、测试、封装与销售集成电路产品及相关技术服务，半导体集成电路科技领域内的技术开发、转让及进出口。（因变更经营范围还需报相关部门审批，上述经营范围具体以审批结果、市场监督管理局核准为准。）,公司前身系广东省光明华侨电子工业有限公司，1991年8月始进行股份制改组，经同年12月至次年5月首次公开发行，上市时总股份13886.9万股；职工股287.195万股于1994年6月6日上市交易。,广东,深圳市,广东省深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,广东省深圳市南山区科技南十二路28号康佳研发大厦23-24层,518057,0755-26609138,0755-26600082,szkonka@konka.com,www.konka.com,制造业,计算机、通信和其他电子设备制造业,家用电器,视听器材,彩电,刘凤喜,"孙盛典,邓春华,王曙光",周彬,吴勇军,0755-26609138,0755-26601139,szkonka@konka.com,苗雷强,信永中和会计师事务所(特殊普通合伙),中伦金通律师事务所
000017,*ST中华A,深圳中华自行车(集团)股份有限公司,A股,1992-03-31,深交所主板,*ST,,CNE0000002Q4,"Shenzhen China Bicycle Company (Holdings) Co., Ltd.",Shenzhen China Bicycle,1992-03-12,55134.7947,李海,自行车及其零配件。,研发生产自行车、电动自行车、电动摩托车、摩托车、电动三轮车、电动四轮车、儿童自行车、健身车、运动器械、机械产品、玩具、电动玩具、电子产品、新能源设备及储电设备（锂电池、电池等）、家用电器及其零配件、电子元器件；上述产品的批发、零售、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请）；精细化工产品（不含危险品）、碳纤维复合材料的批发、零售；计算机软件的技术开发、转让自行开发的技术成果，并提供相关的技术信息咨询；自有物业租赁；物业管理。（以上项目不涉及国家规定实施准入特别管理措施，涉及限制项目及前置性行政许可的，须取得前置性行政许可文件后方可经营）,公司前身系中华自行车有限公司，1991年始进行股份制改组，将发起人部分净资产折为发起法人股14308.59万股，经同年12月至次年3月首次发行公众股及外资股，上市时总股份20138.59万股；职工股403.6万股于1994年6月20日上市交易。,广东,深圳市,广东省深圳市布心路3008号,广东省深圳市福田区八卦路31号众鑫科技大厦501室,518029,0755-28181666、25516998,0755-28181009,dmc@szcbc.com,www.cbc.com.cn,制造业,铁路、船舶、航空航天和其他运输设备制造业,汽车,其他交运设备,其他交运设备,李海,"宋西顺,张志高,杨岚",李海,孙龙龙,0755-28181666,0755-28181009,dmc@szcbc.com,喻晓敏,天职国际会计师事务所(特殊普通合伙),
000019,深粮控股,深圳市深粮控股股份有限公司,A股,1992-10-12,深交所主板,正常上市,,CNE000000354,"Shenzhen Cereals Holdings Co., Ltd.",Shenzhen Shenbao,1981-07-30,115253.5254,祝俊明,茶及天然植物精深加工为主的食品原料（配料）生产、研发和销售；粮油储备、粮油贸易、粮油加工等粮油流通及粮油储备服务。,一般经营项目：粮油收购和销售、粮油储备和军粮供应；粮油及制品经营及加工；生产茶叶、茶制品、茶及天然植物提取物、食品罐头、饮料、土产品(生产场所营业执照另行申办)；饲料的经营及加工（以外包的方式经营）；粮油物流、饲料物流、茶园等项目投资、经营管理及开发；开办粮油、饲料、茶交易市场（含电子商务市场）（市场执照另办）；仓储服务；粮食流通服务；现代粮食供应链服务；粮油、茶、植物产品、软饮料和食品的技术开发、技术服务；电子商务及信息化建设，信息技术开发及配套服务；投资兴办实业（具体项目另行申报）；国内贸易；经营进出口业务；在合法取得使用权的土地上从事房地产开发经营；自有物业的开发、经营、租售、管理；物业管理；为酒店提供管理服务。(以上涉及国家法律、行政法规、国务院决定规定须报经审批的项目，须经审批后方可经营)。许可证经营项目：预包装食品（不含复热预包装食品）的批发（非实物方式）；信息服务业务（仅限互联网信息服务业务）；普通货运、专业运输（冷藏保鲜）。,公司前身系深圳罐头食品公司，1991年始进行股份化改组，将原公司净资产折为6991万股国家股，经次年1月至7月首次公开发行公众股和外资股，上市时总股份10731万股；职工股268.7311于1994年8月22日上市交易1996年度利润分配方案已经董事会通过。,广东,深圳市,广东省深圳市南山区粤海街道学府路科技园南区软件产业基地4栋B座8层,广东省深圳市福田区福虹路9号世贸广场A座13楼,518033,0755-83778690,0755-83778690,szch@slkg1949.com,www.slkg1949.com,批发和零售业,批发业,商业贸易,贸易,贸易,祝俊明,"赵如冰,刘海峰,毕为民",胡翔海,陈小华,0755-83778690,0755-83778311,000019@slkg1949.com,陈凯跃、刘沐雅,立信会计师事务所(特殊普通合伙),广东霆天律师事务所
000020,深华发Ａ,深圳中恒华发股份有限公司,A股,1992-04-28,深交所主板,正常上市,,CNE0000002V4,"Shenzhen Zhongheng Huafa Co., Ltd.",Zhongheng Huafa,1992-03-20,28316.1227,李中秋,生产销售彩电、印制电路板、注塑件等电子产品和经营超市。,生产经营各种彩色电视机、液晶显示器、液晶显示屏（在分支机构生产经营）、收录机、音响设备、电子表、电子游戏机、电脑等各类电子产品及配套的印刷线路板、精密注塑件、轻型包装材料（在武汉生产经营）、五金件（含工模具），电镀及表面处理、焊锡丝，房地产开发经营（深房地字第7226760号），物业管理。,公司前身系深圳华发电子有限公司，1991年始进行股份制改组，将原公司净资产折为发起人股13990万股；经次年2月首次公开发行，上市时总股份19303万股；职工股364.51万股于1994年8月22日上市交易。,广东,深圳市,广东省深圳市福田区华发北路411幢,广东省深圳市福田区华发北路411栋华发大厦东座6楼,518031,0755-86360201,0755-86360201,huafainvestor@126.com.cn,www.hwafa.com.cn,制造业,计算机、通信和其他电子设备制造业,电子,电子制造,电子系统组装,李中秋,"吴卫华,杨雄文,郑春美",李中秋,牛卓,0755-86360201,0755-86360206,hwafainvestor@126.com,牛玉香,大信会计师事务所（特殊普通合伙）江苏分所,
000021,深科技,深圳长城开发科技股份有限公司,A股,1994-02-02,深交所主板,正常上市,,CNE000000FK4,"Shenzhen Kaifa Technology Co., Ltd.",Kaifa,1993-12-29,147125.9363,周剑,计算机硬件、通讯设备等。,开发、生产、经营计算机软、硬件系统及其外部设备、通讯设备、电子仪器仪表及其零部件、原器件、接插件和原材料，生产、经营家用商品电脑及电子玩具（以上生产项目均不含限制项目）；金融计算机软件模型的制作和设计、精密模具CAD/CAM技术、节能型自动化机电产品和智能自动化控制系统、办公自动化设备、激光仪器、光电产品及金卡系统、光通讯系统和信息网络系统的技术开发和安装工程；商用机器（含税控设备、税控系统）、机顶盒、表计类产品（水表、气表等）、网络多媒体产品的开发、设计、生产、销售及服务；金融终端设备的开发、设计、生产、销售、技术服务、售后服务及系统集成；经营进出口业务；普通货运；房屋、设备及固定资产租赁；LED照明产品的研发、生产和销售，合同能源管理；节能服务、城市亮化、照明工程的设计、安装、维护；医疗器械产品的生产和销售。,公司前身系开发科技(蛇口)有限公司，1993年始进行股份制改组，将原公司净资产折为发起法人股12600万股，经同年11月首次公开发行，上市时总股份15167.5万股；职工股455.35万股于1994年8月26日上市交易；1996年度利润分配方案已经董事会通过。,广东,深圳市,广东省深圳市福田区彩田路7006号,广东省深圳市福田区彩田路7006号,518035,0755-83200095,0755-83275075,stock@kaifa.cn,www.kaifa.com.cn,制造业,计算机、通信和其他电子设备制造业,电子,电子制造,电子系统组装,周剑,"宋春雷,白俊江,邱大梁",郑国荣,李丽杰,0755-83200095,0755-83275075,stock@kaifa.cn,,立信会计师事务所(特殊普通合伙),
000023,深天地Ａ,深圳市天地(集团)股份有限公司,A股,1993-04-29,深交所主板,正常上市,,CNE000000834,"Shenzhen Universe (Group) Co., Ltd.",Universe,1984-09-18,13875.624,林宏润,商品混凝土及其原材料的生产、销售。,商品混凝土及其原材料的生产、销售（具体生产场地执照另行申办）；水泥制品的生产、销售（具体生产场地执照另行申办）；在合法取得土地使用权的地块上从事房地产开发；物流服务；普通货运，货物专用运输（罐式）（道路运输经营许可证有效期至2014年12月31）；机电设备维修；物业管理；投资兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品及限制项目）；经营进出口业务（按深府办函[1994]278号文执行）。,公司前身系深圳市建筑工业公司，1992年4月始进行股份制改组，将原公司净资产折为国家股5070万股，经1993年3月首次公开发行，上市时总股份7600万股；内部职工股214.163万股于1994年8月1日上市交易；1996年度利润分配方案已经董事会通过。,广东,深圳市,广东省深圳市高新技术产业园北区朗山路东物商业大楼10楼,广东省深圳市高新技术产业园北区朗山路东物商业大楼10楼,518057,0755-86154212,0755-86154040,std000023@vip.163.com,www.000023.cn,制造业,非金属矿物制品业,建筑材料,其他建材,其他建材,林宏润,"郑德珵,肖建生,陈平",,刘耿豪,0755-86154212,0755-86154040,std000023@vip.163.com,姚之韵,天圆全会计师事务所(特殊普通合伙),北京市中银律师事务所
000025,特  力Ａ,深圳市特力(集团)股份有限公司,A股,1993-06-21,深交所主板,正常上市,,CNE0000008N8,"Shenzhen Tellus Holding Co., Ltd.",Shenzhen Tellus,1993-04-18,43105.832,富春龙,汽车销售、汽车检测、维修及配件销售；资源性资产管理；珠宝服务业务。,投资兴办实业（具体项目另行申报）。国内商业、物资供销业（不含专营、专控、专卖商品）、物业租赁与管理。自营本公司及所属企业自产产品、自用生产材料、金属加工机械、通用零件的进出口业务、进出口业务按深贸管证字第098号外贸审定证书办理。,公司前身系深圳市机械汽车配件工业公司，1992年12月始进行股份制改造，将原公司净资产折为国家股12090万股，经次年3月首次发行公众股与外资股，上市时总股份16688万股；职工股405.145万股于1994年8月1日上市交易。,广东,深圳市,广东省深圳市深南中路中核大厦,广东省深圳市罗湖区水贝二路特力大厦3、4楼,518020,0755-83989378,0755-83989386,sztljtgf@public.szptt.net.cn,www.tellus.cn,批发和零售业,批发业,汽车,汽车服务,汽车服务,富春龙,"胡玉明,江定航,张栋",吕航,祁鹏,0755-83989378,0755-83989386,ir@tellus.cn,孙博伦,容诚会计师事务所(特殊普通合伙),通商律师事务所
000026,飞亚达,飞亚达精密科技股份有限公司,A股,1993-06-03,深交所主板,正常上市,,CNE000000875,"FIYTA Precision Technology Co., Ltd.",Fiyta,1993-04-18,42809.1881,黄勇峰,各类钟表及配件。,生产经营各种指针式机械表、石英表及其机芯、零部件、各种计时仪器，加工批发K金首饰表、智能手表；国内商业、物资供销（不含专营、专控、专卖商品）；物业管理及物业租赁；设计服务；自营进出口业务。,公司前身系深圳飞亚达计时工业(总)公司，1992年2月始进行股份化改组，将原公司净资产折为发起法人股3350万股，经1993年3月首次公开发行，上市时总股份6100万股；职工股220.9万股于1994年8月1日上市交易。,广东,深圳市,广东省深圳市南山区高新南一道飞亚达科技大厦,广东省深圳市南山区高新南一道飞亚达科技大厦20楼,518057,0755-86013198,0755-83348369,szfiyta@public.szptt.net.cn,www.fiytagroup.com,批发和零售业,零售业,轻工制造,家用轻工,珠宝首饰,黄勇峰,"王建新,唐小飞,钟洪明",陈立彬,潘波,0755-86013669,0755-83348369,investor@fiyta.com.cn,熊瑶佳,致同会计师事务所(特殊普通合伙),
000027,深圳能源,深圳能源集团股份有限公司,A股,1993-09-03,深交所主板,正常上市,,CNE000000933,"Shenzhen Energy Group Co., Ltd.",Shenzhen Energy,1993-06-02,475738.9916,熊佩锦,各种常规能源和新能源的开发、生产、购销,一)各种常规能源和新能源的开发、生产、购销；(二)投资和经营与能源相关的原材料的开发和运输、港口、码头和仓储工业等；(三)投资和经营与能源相配套的地产、房产业和租赁等产业；(四)投资和经营能提高能源使用效益的高科技产业；(五)经营和进出口本公司能源项目所需的成套设备、配套设备、机具和交通工具等；(六)各种能源工程项目的设计、施工、管理和经营，以及与能源工程相关的人员培训、咨询及其他相关服务业务；(七)环保技术的开发、转让和服务；(八)物业管理、自有物业租赁；(九)在合法取得的地块上从事单项房地产开发经营；(十)从事信息系统运营维护，系统集成，软件开发的信息技术服务，计算机软硬件、电子产品、耗材、办公设备的销售与租赁；(十一)能提高社会、经济效益的其他业务。,公司系由深圳能源总公司于1993年初发起设立，始以其在妈湾公司的资本权益折为国家股21270万股，经同年4月首次公开发行，上市时总股份32000万股；职工股于1994年8月22日上市交易。,广东,深圳市,广东省深圳市福田区金田路2026号能源大厦北塔楼9，29-31，34-41层,广东省深圳市福田区金田路2026号能源大厦北塔楼9，29-31，34-41层,518033,0755-83684138,0755-83684128,ir@sec.com.cn,www.sec.com.cn,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,公用事业,电力,火电,熊佩锦,"李平,刘东东,房向东",李英峰,周朝晖,0755-83684138,0755-83684128,ir@sec.com.cn,周朝晖,安永华明会计师事务所(特殊普通合伙),国浩律师(深圳)事务所
000028,国药一致,国药集团一致药业股份有限公司,A股,1993-08-09,深交所主板,正常上市,,CNE0000009N6,China National Accord Medicines Corporation Ltd.,Sinopharm Accord,1993-07-03,42812.6983,林兆雄,医药批发、零售等。,"中药饮片、中成药、化学原料药、化学药制剂、抗生素原料药、抗生素制剂、生化药品、生物制品（含疫苗和体外诊断试剂）、第二类精神药品（制剂）、麻醉药品、第一类精神药品（区域性批发企业）、医疗用毒性药品、蛋白同化制剂、肽类激素的批发；保健食品经营；药用包装材料及医药工业产品研究与开发、咨询服务；投资兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品）；救护车销售；供应链管理；仓储代理服务;物流代理服务;道路货物运输代理;装卸搬运;运输货物打包服务；其他仓储业（不含原油、成品油仓储、燃气仓储、危险品仓储）；会议及展览服务；全部一类医疗器械；全部二类医疗器械（包括二类体外诊断试剂）；III类：6840体外诊断试剂,6807胸腔心血管外科手术器械，6815注射穿刺器械，6821医用电子仪器设备，6822医用光学器具、仪器及内窥镜设备，6823医用超声仪器及有关设备，6824医用激光仪器设备，6825医用高频仪器设备，6826物理治疗及康复设备，6828医用磁共振设备，6830医用X射线设备，6832医用高能射线设备，6833医用核素设备，6834医用射线防护用品、装置，6840临床检验分析仪器，6845体外循环及血液处理设备，6846植入材料和人工器官，6854手术室、急救室、诊疗室设备及器具，6858医用冷疗、低温、冷藏设备及器具，6863口腔科材料，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂，6866医用高分子材料及制品，6870软件，6877介入器材；预包装食品销售（不含冷藏冷冻食品），特殊食品销售（保健食品销售，特殊医学用途配方食品销售，婴幼儿配方乳粉销售，其他婴幼儿配方食品销售）。经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。房屋租赁、物业管理服务。",公司前身系深圳市矿泉水厂，1993年2月始进行股份制改组，将部分净资产折为国家股4550万股，经同年5月至6月首次公开发行，上市时总股份10500万股。,广东,深圳市,广东省深圳市福田区八卦四路15号一致药业大楼,广东省深圳市福田区八卦四路15号一致药业大楼,518029,0755-25875195,0755-25875166,investor@szaccord.com.cn,www.szaccord.com.cn,批发和零售业,批发业,医药生物,医药商业,医药商业,刘勇,"欧永良,陈宏辉,陈胜群,苏薇薇",林兆雄,陈常兵,0755-25875195,0755-25195435,gyyzinvestor@sinopharm.com,王兆宇,安永华明会计师事务所(特殊普通合伙),通商律师事务所
000029,深深房Ａ,深圳经济特区房地产(集团)股份有限公司,A股,1993-09-15,深交所主板,正常上市,,CNE0000009X5,"Shenzhen Special Economic Zone Real Estate and Properties (Group) Co., Ltd.",Shenzhen Real Estate Group,1993-08-15,101166.0,刘征宇,房地产及物业管理。,(一)房地产开发及商品房租赁、销售；(二)经营管理停车场；(三)承接各类建筑设计、工程建设监理、建材购销、楼宇机电设备安装、维修、建筑装饰、园林绿化、楼宇代建、物业管理、进出口贸易和国内贸易；（四）饮食服务业、旅馆业、旅游业、国内商贸业、物资供销业、电力生产、交通运输、工业、仓储、医疗卫生、投资等；（五）公司董事会决定，并经公司登记机关批准的其他业务。,公司前身系深圳经济特区房地产公司，1992年7月始进行股份制改组，将原有净资产折为国家股56350万股，经次年6月至7月首次公开发行，A股上市时总股份67550万股；同年11月增人民币特种股10000万股，总股份达77550万股；职工股1172.82万股于1994年8月26日上市交易。,广东,深圳市,广东省深圳市罗湖区人民南路深房广场45-48楼,广东省深圳市人民南路深房广场46-47楼,518001,0755-82293000-4718、0755-82293000-4715,0755-82294024,spg@163.net,www.sfjt.com.cn,房地产业,房地产业,房地产,房地产开发,房地产开发,刘征宇,"何祚文,米旭明",唐小平,唐小平,0755-82293000-4638,0755-82294024,tangxiaoping0086@126.com,罗毅,致同会计师事务所(特殊普通合伙),信达律师事务所
000030,富奥股份,富奥汽车零部件股份有限公司,A股,1993-09-29,深交所主板,正常上市,,CNE0000009Z0,FAWER Automotive Parts Limited Company,FAWER,1993-08-28,181055.2111,张丕杰,汽车零部件及相关产品的研究、设计、制造。,汽车零部件及相关产品的研发、设计、制造、销售及售后服务；进出口业务；设备及工艺装备的设计、制造及相关服务；租赁业务、物业服务业务；仓储和配送业务及相关服务。,公司前身系深圳市轻工业公司，1993年5月始进行股份制改组，将原公司部分存量净资产折为国家股14500万股，经同年6月至8月首次发行公众股与外资股，上市时总股份21850万股；内部职工股538.6万股于1994年上市交易。,吉林,长春市,吉林省长春市汽车经济技术开发区东风南街777号,吉林省长春市汽车产业开发区东风南街777号,130011,0431-85122797,0431-85122756,000030@fawer.com.cn,,制造业,汽车制造业,汽车,汽车零部件,汽车零部件,张丕杰,李晓,甘先国,李志勇,0431-85122797,0431-85122756,000030@fawer.com.cn,王淼,信永中和会计师事务所(特殊普通合伙),北京国枫凯文(深圳)律师事务所
000031,大悦城,大悦城控股集团股份有限公司,A股,1993-10-08,深交所主板,正常上市,,CNE000000BJ5,"Grandjoy Holdings Group Co., Ltd.",Grandjoy,1993-09-26,428631.3339,周政,房地产开发经营和实业投资。,房地产开发经营；国内商业、物资供销业（不含专营、专卖、专控商品）；建筑技术咨询，进出口贸易。,公司前身系宝安区城建发展总公司，1993年7月始进行股份制改组，将原公司净资产折为国家股13300万股，经同年8月首次公开发行，上市时总股份20000万股；职工股468万股于1994年8月26日上市交易。,广东,深圳市,广东省深圳市宝安区新安街道3区龙井二路3号中粮地产集团中心第1层101室,广东省深圳市福田区福华一路1号大中华国际交易广场35层、北京市朝阳区朝阳门南大街8号中粮福临门大厦13层,518048,0755-23999288、010-85017888,0755-23999299,cofco-property@cofco.com,www.cofco-property.cn,房地产业,房地产业,房地产,房地产开发,房地产开发,周政,"袁淳,王涌,刘洪玉,刘园",曹荣根,宋冰心,0755-23999000、0755-23999288,0755-23999299,cofco-property@cofco.com,杨杰,信永中和会计师事务所(特殊普通合伙),信达律师事务所
000032,深桑达Ａ,深圳市桑达实业股份有限公司,A股,1993-10-28,深交所主板,正常上市,,CNE000000BK3,"Shenzhen SED Industry Co., Ltd.",Shenzhen Sed,1993-09-26,41321.9661,刘桂林,电子信息产业、电子物流服务业、电子商贸服务业及房地产业。,研发、生产、销售通信设备、交通通讯设备（生产场地营业执照另行办理）、计算机及软件、办公自动化设备、机械、光机电一体化设备、电子检测设备、税控设备、税控收款机（不含限制项目）、半导体照明产品；电子信息系统工程、建筑智能化工程、机电设备安装工程、变配电工程的规划、设计、安装、调试、集成及技术咨询服务；智能交通设备及产品、通信设备及产品、安防监控系统产品的技术开发、生产制造、调试、销售；软件及网络通讯产品的技术开发、技术服务、技术咨询；监控系统项目的设计、开发、咨询；国内商业、物资供销业（不含专营、专卖、专控商品）；进出口业务按深贸管审证字第523号外贸企业审定证书规定办理；在合法取得使用权的土地上从事房地产开发经营，物业管理及自有物业租赁；兴办实业（具体项目另行申报）；仓储服务、国内外货物运输及代理服务（需许可经营项目另行办理申请）。,公司前身系电子部深圳开发公司，1992年7月始进行股份制改组，将原公司存量净资产折为发起法人股7160万股，经次年8月首次公开发行，上市时总股份9910万股；职工股228.9万股于1994年8月26日上市交易。,广东,深圳市,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17楼,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17层,518057,0755-86316073,0755-86316006,sed@sedind.com,www.sedind.com,批发和零售业,批发业,通信,通信设备,终端设备,刘桂林,周浪波,徐效臣,钟彦,0755-86316073,0755-86316006,sed@sedind.com,李红梅,立信会计师事务所(特殊普通合伙),广东海埠律师事务所
